sample_id,general_score,specific_score,final_score,general_reason,specific_matches,notes,model,prompt_key,run_id
public_test_2,4.0,5.0,9.0,"1) OK | 指定ずり速度・温度・単位・報告項目を具体に設定・記載している | 「ずり速度9000 s⁻¹（合意があれば9000–12000 s⁻¹）」;「装置温調：…23.0 ± 0.2 °Cに設定」;「粘度（Pa·sまたはmPa·s）」;「成績書に、…ずり速度、測定温度、結果（Pa·s/mPa·s）…を記載する」
2) NG | 一部物品は明示されるが、温度計/装置表示・ストップウォッチ・試料容器・無塵ワイプ等の具体使用記載が欠落 | 「0.05–0.5 Pa·sの標準精製鉱油（3水準）」;「コーンとプレートを清掃」
3) OK | 標準油±5%確認→温調・5分回転で10%低下確認→試料導入→安定/15 s読取の流れが整合 | 「読みが既知値の±5%以内であることを確認する」;「最も粘度の高い標準鉱油で5 min回転後、読みの低下が10%を超えないことを確認する」;「15 sで未安定なら、その時点の値を記録し「未安定」と注記する」
4) OK | 手順に従えば粘度値算出と成績書作成に到達する | 「指定の換算係数または補正曲線を適用して粘度（Pa·sまたはmPa·s）を算出する」;「成績書に…結果…を記載する」
5) OK | 必要条件・数値が具体化（rpm例、待機時間、判定基準等）され実行可能 | 「例：750 ± 10 rpm、コーン角0.5°」;「5 min回転」;「15 sで未安定なら…」","[""「測定時に気泡などが発生していないかを確認し、あった場合はその旨を記録する。」"", ""「装置の固定部を23.0 ± 0.2 °Cに設定し、温調が安定するまで待機する」"", ""「試料が23.0 ± 0.2 °Cに達するまで規定時間待機する。」"", ""「沈降・分離がある場合は気泡を入れないよう均一化する。異物・塊は不可。」"", ""「先端切詰めコーンを用いる場合、試料粒子径は隙間の1/10以下が望ましい。」"", ""「15 sで未安定なら、その時点の値を記録し「未安定」と注記する。」"", ""「指定の換算係数または補正曲線を適用して粘度（Pa·sまたはmPa·s）を算出する。」"", ""「同一条件で連続2回の操作を行い、2つの測定結果を取得する。」"", ""「差が平均値の5%を超えないことを確認する。（超える場合は原因調査・必要に応じ再測定）」"", ""「成績書に、JIS番号、製品詳細、装置形式、コーン角度・直径、ずり速度、測定温度、結果（Pa·s/mPa·s）、規定からの変更内容、試験日を記載する。」""]",,gpt-5-2025-08-07,gpt5_tuned,3
public_test_3,4.0,2.0,6.0,"1) 判定（OK） | 抽出→乾燥→溶媒除去→再結晶→昇華→ムレキシド→TLC→記録まで、指示の操作が数値・装置付きで具体化されている。 | 「クロロホルム50 mL×2回抽出…無水硫酸マグネシウム約3 g…ロータリーエバポレーターで浴40 ℃…エタノール10.0 mL…氷水浴に10 min…ホットプレート200 ℃に5 min→250 ℃に5–10 min…ムレキシド反応…展開槽にクロロホルム：エタノール＝9:1…フラスコ質量をw₂として記録」
2) 判定（NG） | 必須物品の一部（シリカゲルTLCプレート、分析天秤、50 mLビーカー、ガラス棒、駒込ピペット、スパチュラ等）の具体的使用記載がない。 | 「TLC板の下端から10 mmに始点線を鉛筆で引き…」「…フラスコ質量をw₂として記録し…」
3) 判定（OK） | 参考手順の順序（抽出→pH調整→液液抽出×2→脱水→ろ過→濃縮→再結晶→吸引ろ過→昇華→同定）に矛盾がない。 | 「沸騰しながら10 min加熱…pH≈12に調整…クロロホルム50 mL…さらにクロロホルム50 mLで抽出…無水硫酸マグネシウム…ろ液を…ナスフラスコ…ロータリーエバポレーター…氷冷再結晶…吸引ろ過…200 ℃→250 ℃に昇温」
4) 判定（OK） | 最終状態（結晶の回収・乾燥・ラベル、Rf一致、ムレキシド呈色、廃液分別、質量記録）が達成可能。 | 「Rfを算出し、BとCの一致を確認する。…紫外線ランプUVでスポットを観察…紫～赤紫の呈色を観察・記録…クロロホルム廃液はハロゲン系容器へ…得られたカフェインは乾燥・秤量・ラベル化して保管する。」
5) 判定（OK） | 体積・時間・温度・操作終点などが連続的に具体化され、再現性を担保。 | 「6 mol/L NaOH 約3.0 mL…pH≈12…クロロホルム50 mL×2回…無水硫酸マグネシウム約3 g…5 min静置…浴40 ℃…エタノール10.0 mL…残液 ≤ 5 mL…氷水浴に10 min…200 ℃5 min→250 ℃5–10 min」","[""「ドラフト内で作業し、保護眼鏡・ニトリル手袋・白衣を着用する。クロロホルムはハロゲン系廃液に回収することを確認する。」"", ""「1 min穏やかに振とうし、適宜ベントする。」"", ""「ホットプレート200 ℃に5 min置く。つづけて250 ℃に5–10 min昇温」"", ""「H₂O₂5 滴＋濃塩酸2 滴を加え150 ℃で1–2 min加熱する。」"", ""「ロータリーエバポレーターで浴40 ℃、適正減圧とし…フラスコ質量をw₂として記録し、粗生成物質量 = w₂ − w₁を計算する。」"", ""「エタノール10.0 mLを加え…残液 ≤ 5 mLになるまで蒸発…氷水浴に10 min置いて」"", ""「ふたをした状態でホットプレート200 ℃…つづけて250 ℃…ふた裏に昇華した白色結晶（B）を集める。」""]",,gpt-5-2025-08-07,gpt5_tuned,3
public_test_4,3.0,5.0,8.0,"1) OK | 100 mgの切除、RNA安定化処理、–80 °C保存までが具体的手順で示されている。 | 「マウス脾臓から組織サンプル100 mgを切除」「RNAlater RNA Stabilization Reagent 1000 μL をP1000マイクロピペットで2 mLマイクロチューブに分注する」「–80 °Cで保存する」
2) NG | 必須物品のうち「1000 μL チップ」と「ピンセット」の具体的使用記載がない。 | 「P1000マイクロピペット」「2 mLマイクロチューブ」「冷凍庫で–80 °Cで保存する」
3) OK | 37 °Cでの試薬溶解→組織を完全に沈める→2–8 °Cで一晩→凍結、の論理が元手順と整合。 | 「RNAlater…37 °Cで振盪して沈澱を溶解」「2 mLマイクロチューブに組織片を完全に沈める」「試薬中の組織サンプルを 2 °C~ 8 °Cで一晩インキュベートする」「–80 °Cで保存する」
4) NG | 期待最終状態（試薬に浸されたまま–80 °C保存）と異なり、試薬から取り出して保存している。 | 「2 mLマイクロチューブから組織サンプルを取り出し、新しい2 mLマイクロチューブに入れる。このマイクロチューブを冷凍庫で–80 °Cで保存する」
5) OK | 体積・温度・容器が明示され、操作可能な具体性がある。 | 「RNAlater…1000 μL」「2 mLマイクロチューブ」「恒温振盪機を37 °Cに設定しておく」「2 °C~ 8 °Cで一晩インキュベートする」","[""「恒温振盪機を37 °Cに設定しておく。」"", ""「RNAlater RNA Stabilization Reagent 1000 μL をP1000マイクロピペットで2 mLマイクロチューブに分注する。」"", ""「2 mLマイクロチューブから組織サンプルを取り出し、新しい2 mLマイクロチューブに入れる。」"", ""「このマイクロチューブを冷凍庫で–80 °Cで保存する。」""]",,gpt-5-2025-08-07,gpt5_tuned,3
public_test_5,5.0,5.0,10.0,"1) OK | 還元剤系列（DTT/β-ME/TCEP）と伸長時間（0.5/1/2 h）、標準還元剤条件での陰性対照を具体化している。 | 「三次マスターミックス①（DTT系列）…12.5、25、50、100 mM DTTまたは滅菌水」 「三次マスターミックス②（β-ME系列）…88、175、350、700 mM β-ME」 「RCA伸長反応…30 °C、0.5、1、2時間インキュベート」
2) OK | 全必須物品を個別に用いている（例：TCEP, Tris-HCl, MgCl₂, (NH₄)₂SO₄, BseGI, 10×Tango, SYBR Green II, 1.5%ゲル, Ladder, 0.5×TBE, 青色光源装置等）。 | 「【10× Phi29 Reaction Buffer (DTT−)の調製】…1 M Tris-HCl…500 mM MgCl₂…1 M (NH₄)₂SO₄」 「…10 U/µL BseGIを1 µL加える」 「…1.5% アガロースゲル…0.5× TBE…DNA Ladder」 「SYBR Green II (10000×)…1× SYBR Green II染色液」
3) OK | 元手順の順序と論理（調製→30 °C伸長→65 °C失活→BseGI消化55 °C→電気泳動→染色・観察）を維持。 | 「30 °C、0.5、1、2時間インキュベートし、65 °Cで10分間…反応を停止」 「…10 U/µL BseGIを1 µL加えて55 °Cで16時間消化」 「…1.5% アガロースゲルにアプライし…100 V・1時間電気泳動」 「…約380 bp付近のバンドを確認」
4) OK | 配合量が最終濃度要件を満たし実行可能（20 µL反応中：dNTP 0.2 mM each、プライマー100 nM、鋳型1 nM、酵素10 U、還元剤は0/0.5/1/2/4 mM等）。 | 「…10 mM dNTP 25.6 µL…（14.2 µL × 64サンプル）」 「Phi29 DNA Polymerase 50 µL…50サンプル分」 「二次マスターミックス67.2 µLに…2.8 µL加えて…3.5サンプル分」
5) OK | 体積・濃度・器具が具体的で不足を補完（DTT−10×Bufferの組成、分注量、保存条件等）。 | 「…1× Phi29 Reaction Buffer (DTT−)…1 mL調製」 「…PCRチューブに20 µLずつ分注」 「残りの増幅産物は −20 °Cで保存する」 「残りの消化産物は −20 °Cで保存する」","[""「（3サンプルずつ16系列の合計48サンプル）」"", ""「修飾オリゴDNAプライマー（100 µM）を5 µL加えて1 µMストックを調製」"", ""「二次マスターミックス67.2 µLに88、175、350、700 mM β-MEをそれぞれ2.8 µL加えて混合」"", ""「…滅菌水748.8 µL、10× Phi29 Reaction Buffer (DTT−) 128 µL、リコンビナントアルブミン6.4 µL、10 mM dNTP 25.6 µL…（14.2 µL × 64サンプル）」"", ""「二次マスターミックス…50サンプル分（960 µL）調製する。」""]",,gpt-5-2025-08-07,gpt5_tuned,3
public_test_6,4.0,4.0,8.0,"1) OK | 標準条件とPEG添加条件の両系統を設定し、反応総量30 µLで運用している。PEGは最終10%となる設計（27 µL分注＋3 µL添加）で具体化。 | 「【標準条件サンプル】…超純水90 µLを加えて混合…27 µLずつ分注」「【PEG添加条件サンプル】…50% PEG 4000 90 µLを加えて混合、14本チューブに27 µLずつ分注」「各サンプルにDNA gyrase希釈系列3 µL…37 °Cで30分間反応」
2) OK | 必須物品は具体的に使用されている（Tris-HCl, KCl, MgCl2, EDTA, PEG 4000, EtBr, 0.5×TBE, GSTEB, クロロホルム/イソアミル, アルブミン, グリセロール, pBR322, 超純水, ゲル撮影, gyrase）。 | 「1 M Tris-HCl (pH 7.5) 87.5 µL、1 M KCl 60 µL、500 mM MgCl₂ 20 µL…20 mg/mL アルブミン」「500 mM EDTA 1 µL、グリセロール 198 µL」「50% PEG 4000 90 µL」「クロロホルム/イソアミルアルコール 30 µL」「0.5× TBEで90 V・90 分泳動」「10 mg/mL EtBrを10 µL添加」「ゲル撮影システムで記録」「5 U/µL E. coli DNA gyrase」
3) OK | 元手順の流れ（氷上準備→バッファ調製→酵素希釈→混合→37℃反応→GSTEB/クロロホルム停止→遠心→ゲル→染色撮影）と整合している。 | 「37 °Cで30分間反応」「2× GSTEB 30 µLおよびクロロホルム/イソアミルアルコール 30 µL」「10,000 × gで1分間遠心」「1%アガロースゲルにロードし、0.5× TBEで90 V・90 分泳動」「EtBr溶液で15分…ゲル撮影システムで記録」
4) NG | 5× Reaction Bufferおよび1× Dilution Bufferのグリセロール量が不足し、所望濃度を満たさないため、期待最終状態のバッファ組成を満たさない。 | 「【Reaction Buffer調製】…グリセロール 129 µL」「【Dilution Buffer調製】…グリセロール 198 µL」
5) OK | 単位・体積・条件が具体的で、2×GSTEBや1 µg/mL EtBr等も数値付きで可操作に記述されている。 | 「10× GSTEB 200 µLに超純水800 µLを加えて…2× GSTEB」「100 mL水に10 mg/mL EtBrを10 µL添加して…1 µg/mL」「各サンプルに…3 µL…反応液30 µL」","[""「氷上で溶解する」「氷上で混合」「即座にボルテックスで優しく混和後、37 °Cで30分間反応する」"", ""「10 µL : 2 µL (1/6)、13.5 µL : 1.5 µL (1/10)、11 µL : 1 µL (1/12)、14 µL : 1 µL (1/15)」「…1/60, 1/100, 1/120, 1/150, 1/200, 1/300…さらに…1/600溶液」"", ""「【標準条件サンプル】…超純水90 µLを加えて混合、…27 µLずつ分注」「【PEG添加条件サンプル】…50% PEG 4000 90 µLを加えて混合、14本チューブに27 µLずつ分注」「各サンプルにDNA gyrase希釈系列3 µL…」「反応液30 µL」"", ""「5× Buffer 192 µL、超純水464 µL、リラックス化pBR322 16 µLを加えて氷上で混合する。」""]",,gpt-5-2025-08-07,gpt5_tuned,3
public_test_7,4.0,5.0,9.0,"1) OK | 10 nM・100 µL・MgCl₂ 20 mM・同一バッファー使用・溶出100 µL・評価まで具体化されている | 「合計100 µL、DNAオリガミ 1 pmol、MgCl₂ 20 mM」
2) OK | すべての必須物品を具体量・操作で使用している | 「100 nM M13mp18 10 µL、1 µM ステープルDNA混合液 10 µL、1 µMビオチン化ハンドルDNA混合液 1.5 µL、10× Origami Buffer 10 µL」
3) OK | 元手順の論理（アニーリング→ビーズ平衡化→結合→洗浄3回→溶出→回収→評価）を維持 | 「80 °C 10分保持 → 79 °Cから-1 °C/分となるように55サイクル降温」
4) NG | 50×TAEから10×TAEへの換算に照らし、記載の10×TAE中Acetic Acid濃度表記が不整合 | 「50× TAE Buffer 2 mL、500 mM MgCl₂ 4 mL、滅菌水4 mL…（最終：10× TAE［400 mM Tris-HCl、200 mM Acetic Acid、10 mM EDTA］）」
5) OK | 体積・濃度・時間・温度・rpm等が具体で、実行可能性が高い | 「室温で1時間、1,000 rpmで振盪して結合させる」","[""「10 µMビオチン化ハンドルDNA混合液 5 µLに滅菌水45 µLを加えて10倍希釈」"", ""「ストレプトアビジン磁気ビーズ25 µLを分取し」"", ""「2 µMリリースDNA混合液 2.5 µL（計5 pmol＝DNAオリガミ1 pmolに対し5当量）」"", ""「50× TAE Buffer 2 mL、500 mM MgCl₂ 4 mL」"", ""「1× Origami Buffer（Annealing/Binding/Washing/Elution共通）10 mL」"", ""「Running Buffer［1× TAE、5 mM MgCl₂］」"", ""「70 Vで3時間泳動する」"", ""「泳動槽ごと氷を入れたバット内で冷却する」"", ""「発泡を避け、遠心しない」"", ""「ビーズを乾燥させない」""]",,gpt-5-2025-08-07,gpt5_tuned,3
public_test_8,5.0,4.0,9.0,"1) 判定（OK） | 200 µLスケールでの転写、酸性フェノール/クロロホルム抽出、NAP-5脱塩、エタノール沈殿、50 µL再溶解、A260測定まで具体化されている | 「総量200 µLに調製する」
2) 判定（OK） | 必須物品（鋳型、NTP、Buffer、T7ポリメラーゼ、RNase阻害剤、DNase I、酸性フェノール/クロロホルム、NAP-5、酢酸Na、エタノール、70%エタノール、RNase-free水、装置類等）が具体的に使用されている | 「100 ng/µL 鋳型 40 µL (4 µg)」
3) 判定（OK） | 元手順の論理（反応→DNase処理→酸性P/C→クロロホルム×2→NAP-5（最初500 µL捨て次の700 µL回収）→沈殿→洗浄→乾燥→50 µL溶解→測定）が保持 | 「この間の溶出画分は回収しない。…溶出画分約700 µLを回収する。」
4) 判定（OK） | 実施により精製RNAを50 µLに溶解し測定・保存まで到達可能 | 「RNase-free 水50 µLでペレットを懸濁」
5) 判定（OK） | 体積・濃度・温度・時間・g値等が明示され、実行可能な具体性がある | 「16,000 × g、4 °C、15分遠心」","[""「10× Buffer 20 µL、各100 mM NTP 10 µL×4（各5 mM終濃度）、RNase inhibitor 5 µL（200 U）、T7 Polymerase 20 µL、100 ng/µL 鋳型 40 µL (4 µg)、RNase-free 水 75 µL」"", ""「DNase Iを2 µL加え」"", ""「RNase除去スプレーを作業面・器具に噴霧して30秒待機しRNase-freeワイプで拭き取り、清潔な手袋に交換する。」"", ""「油水界面の不純物は吸わないように気を付ける。」"", ""「ペレットを壊さないように注意深く」"", ""「乾かし過ぎないよう注意する。」"", ""「RNase-free 水 300 µLをロードする。この間の溶出画分は回収しない。…溶出画分約700 µLを回収する。」"", ""「回収した700 µLの溶出画分に3 M 酢酸ナトリウム（pH 5.2）70 µLを加え、容量超過を避けるため、2本の1.5 mLチューブに分割する。それぞれのチューブに875 µLの100%エタノールを加える。」""]",,gpt-5-2025-08-07,gpt5_tuned,3
public_test_9,3.0,5.0,8.0,"1) 判定（OK） | n=4と濃度系列・操作条件が具体化されている | 「1 mMから1.0 µMまでの11濃度系列とマスターミックスを10 µL ずつ、それぞれ4ウェルに加える。」
2) 判定（NG） | HeLa 1.0×10^5 cells/mL の指定が明示されていない（一般名の細胞懸濁液のみ） | 「細胞懸濁液を 100 μl ず つ入れる。」
3) 判定（OK） | 元手順の流れ（播種→24 h→薬剤10 µL→24 h→MTT→洗浄→溶解→測定）を保持 | 「MTT溶液を 10 μl ずつ添加する。」
4) 判定（OK） | 測定まで到達しIC50算出可能なデータ取得が可能 | 「マイクロプレートリーダーを用いて 570 nm の吸光度を測定する。」
5) 判定（NG） | 希釈系列の記載に不整合・計算ミスがあり具体性に欠ける | 「最終的に250 µM, 125 µM, 62.5 µM, 31.3 µM, 1.56 µM, 7.8 µM, 3.9 µM, 2.0 µM, 1.0 µMの系列」","[""「1 mMから1.0 µMまでの11濃度系列」"", ""「マイクロチューブに100 mM 化合物A 10 µLと培地 90 µLを入れ混合して10 mM」"", ""「1 mM 化合物A 50 µLと3で作成したマスターミックス50 µLを混合」"", ""「1 mM の化合物Aの溶液(1%DMSO)」"", ""「DMSO 1 µL と培地 999 µLを混合して、1%DMSO溶液を作成する。」"", ""「各ウェルに、細胞懸濁液を 100 μl」"", ""「1 mMから1.0 µMまでの11濃度系列とマスターミックスを10 µL ずつ」"", ""「バックグラウンド測定用の4ウェルには、培地のみ加える。」"", ""「マスターミックスを10 µL ずつ、それぞれ4ウェルに加える。」""]",,gpt-5-2025-08-07,gpt5_tuned,3
public_test_1,4.0,5.0,9.0,"1) 判定（OK） | 指示の温湿度・試験片数・算出項目・成績書作成までを具体操作で網羅 | 「ダンベル状3号形を3片以上打ち抜き」「23 ± 2 °C／50 ± 10 %RH環境で3 h以上保持」「T＝Fm/A0（MPa）、切断時引張強さTb＝Fb/A0（MPa）、切断時伸びEb＝100×(Lb−L0)/L0（%）を算出する」「成績書に記録する」
2) 判定（NG） | 必須物品（ノギス、廃棄容器、標線用マーカー／20 mmテンプレート、環境計、ラベル等）の具体的使用記載が欠落 | 「厚さ計で平行部の中央＋標線近傍2点を測定」「伸び計を用い」「自動締付つかみ具に試験片を対称に保持」
3) 判定（OK） | 元手順の順序・分岐（外破断/すべり→無効→再試験）と速度条件を保持 | 「クロスヘッド速度500 mm/minを設定」「平行部外破断やすべりが認められたデータは無効とし、同数の追加片で再試験する」
4) 判定（OK） | 測定・記録から算出まで論理整合し最終状態に到達可能 | 「破断まで伸長し、破断力Fbと破断時標線間距離Lbを取得・記録する」「A0＝b×t、T＝Fm/A0、Tb＝Fb/A0、Eb＝100×(Lb−L0)/L0（%）を算出する」
5) 判定（OK） | 具体数値・機器設定（速度検証、L0許容、初期応力等）が示され実行可能 | 「空走30 sで250 ± 5 mm移動することを計測して速度を検証する（±2 % 目安）」「標線L0＝20.0 ± 0.5 mm」「必要に応じ初期応力0.1 MPa」","[""保護眼鏡（推奨：フェイスシールド）を着用し、つかみ具周辺の指はさみ防止を周知する。飛散防護カバーを閉じ、非常停止スイッチの位置と作動を確認する。"", ""周囲1 m以内に第三者がいないことを確認する。"", ""試料を23 ± 2 °C／50 ± 10 %RH環境で3 h以上保持する（環境値を記録）"", ""試験温湿度、速度検証値、ロードセルゼロ、つかみ具種別、伸び計種別、各片のt, b, L0, Fm, Fb, Lb, T, Tb, Eb、破断位置の適否、再試験の有無、統計量を成績書に記録する。"", ""平行部中央に標線L0＝20.0 ± 0.5 mmを2本、直角・等距離に付与する"", ""標線間距離の測定精度±1 %を満たすことを確認し"", ""クロスヘッド速度500 mm/minを設定し、空走30 sで250 ± 5 mm移動することを計測して速度を検証する（±2 % 目安）。"", ""ロードセルのゼロ点を確認する。"", ""平行部外破断やすべりが認められたデータは無効とし、同数の追加片で再試験する。"", ""各片のt, b, L0, Fm, Fb, Lb, T, Tb, Eb、破断位置の適否、再試験の有無、統計量を成績書に記録する。"", ""試験片が延伸途中で治具からずれていないか目視で確認し、ずれなどでおかしい場合は、データに失敗であることを記録する。""]",,gpt-5-2025-08-07,gpt5_tuned,4
public_test_10,4.0,5.0,9.0,"1) 判定（OK） | 2時間後の評価とn=3の実施、ファロイジン染色が具体化されている | 「インキュベーターで2時間培養。」／「96-well plateのコーティング済みウェル3箇所とコーティングされていないウェル3箇所に細胞懸濁液100 µLを播種する。」／「PBS 650 µLに、ファロイジンストック16.25 µLとDAPIストック溶液6.5 µLを加えて、染色液を調整する。」
2) 判定（NG） | 「4% PFA」と「ローダミン標識」を明示せず、必須物品の具体性が不足 | 「各ウェルにPFAを75 µLずつ加える。」／「ファロイジンストック16.25 µL」
3) 判定（OK） | 元手順の洗浄→固定→洗浄→透過化→洗浄→染色→洗浄→撮像の流れを保持 | 「各ウェルにPFAを75 µLずつ加える。」「各ウェルに膜透過溶液を100 µLずつ加える。」「各ウェルに染色液を100 µLずつ加える。」「蛍光顕微鏡で、細胞蛍光画像…を取得。」
4) 判定（OK） | 体積・比率計算に整合性があり、最終的に蛍光画像取得が可能 | 「PBS 650 µLに、ファロイジンストック16.25 µLとDAPIストック溶液6.5 µLを加えて、染色液を調整する。」／「蛍光顕微鏡で、細胞蛍光画像…を取得。」
5) 判定（OK） | 必要量の算出・調製条件・撮影条件まで具体化 | 「BSA 11 mgをPBS1100 µLに溶解させて、1%BSA-PBS溶液を調整する。」「0.1%TritonX 1 µLを1%BSA-PBS溶液 1000 µLに加えて、膜透過溶液を調整する。」「蛍光顕微鏡で、細胞蛍光画像（ファロイジン; ex：450-480，em：535 ± 20 nm、DAPI; ex：355 ± 20 nm，em：440 ± 20 nm）を取得。」","[""「PBS 650 µLに、ファロイジンストック16.25 µLとDAPIストック溶液6.5 µLを加えて、染色液を調整する。」"", ""「各ウェルに染色液を100 µLずつ加える。」"", ""「96-well plateのコーティング済みウェル3箇所とコーティングされていないウェル3箇所に細胞懸濁液100 µLを播種する。」"", ""「0.1%TritonX 1 µLを1%BSA-PBS溶液 1000 µLに加えて、膜透過溶液を調整する。」"", ""「各ウェルに膜透過溶液を100 µLずつ加える。」"", ""「BSA 11 mgをPBS1100 µLに溶解させて、1%BSA-PBS溶液を調整する。」"", ""「蛍光顕微鏡で、細胞蛍光画像（ファロイジン; ex：450-480，em：535 ± 20 nm、DAPI; ex：355 ± 20 nm，em：440 ± 20 nm）を取得。」""]",,gpt-5-2025-08-07,gpt5_tuned,4
public_test_2,4.0,5.0,9.0,"1) 判定（OK） | ずり速度・温度・単位・報告項目を具体化して設定・記録している | 「ずり速度9000 s⁻¹（合意があれば9000–12000 s⁻¹）」「23.0 ± 0.2 °C」「粘度（Pa·sまたはmPa·s）を算出」「成績書に、JIS番号…ずり速度、測定温度、結果…試験日」
2) 判定（NG） | 必須物品の具体的使用が一部未記載（ストップウォッチ、温度計／装置表示、無塵ワイプ、試料容器の明示的使用なし） | 「0.05–0.5 Pa·sの標準精製鉱油（3水準）」「清掃用溶剤」
3) 判定（OK） | 元手順の順序・分岐（15 s規定等）を矛盾なく反映 | 「粘度計確認（標準油）」「温度管理確認：…5 min回転後、読みの低下が10%を超えない」「15 sで未安定なら、その時点の値を記録し「未安定」と注記する」
4) 判定（OK） | 手順により指定条件で粘度を得て、報告要件を満たす | 「粘度（Pa·sまたはmPa·s）を算出する」「成績書に、…ずり速度、測定温度、結果…を記載する」
5) 判定（OK） | 具体的数値・操作条件が明示され実行可能 | 「例：750 ± 10 rpm、コーン角0.5°」「5 min回転」「23.0 ± 0.2 °C」「平均値の5%」","[""「測定時に気泡などが発生していないかを確認し、あった場合はその旨を記録する。」"", ""「装置の固定部を23.0 ± 0.2 °Cに設定し、温調が安定するまで待機する」"", ""「試料が23.0 ± 0.2 °Cに達するまで規定時間待機する。」"", ""「沈降・分離がある場合は気泡を入れないよう均一化する。異物・塊は不可。」"", ""「先端切詰めコーンを用いる場合、試料粒子径は隙間の1/10以下が望ましい。」"", ""「15 sで未安定なら、その時点の値を記録し「未安定」と注記する。」"", ""「指定の換算係数または補正曲線を適用して粘度（Pa·sまたはmPa·s）を算出する。」"", ""「同一装置・操作者・短時間間隔で得た2結果の差が平均値の5%を超えないことを確認する。（超える場合は原因調査・必要に応じ再測定）」"", ""「成績書に、JIS番号、製品詳細、装置形式、コーン角度・直径、ずり速度、測定温度、結果（Pa·s/mPa·s）、規定からの変更内容、試験日を記載する。」""]",,gpt-5-2025-08-07,gpt5_tuned,4
public_test_3,3.0,3.0,6.0,"1) 判定（NG） | 収率計算やSiO2指定が不足し、指示の全パラメータを完全に運用化できていないため | 「粗生成物質量 = w₂ − w₁を計算する。」／「TLC板」／「Rfを算出し、BとCの一致を確認する。」
2) 判定（NG） | 使用物品の全要素を具体的に使用していない（例：50 mLビーカー、ガラス棒、駒込ピペットの明記なし、シリカゲルTLC板の明記なし） | 「100 mLビーカーに…」／「毛細管でA,B,Cをそれぞれ…スポット」／「ろ紙・漏斗で固形分をろ過」
3) 判定（OK） | 元プロトコルの抽出→乾燥→溶媒除去→再結晶→昇華→同定の論理順序を保持 | 「クロロホルム50 mLを加える。…さらにクロロホルム50 mLで抽出し」／「ロータリーエバポレーターで浴40 ℃」／「200 ℃に5 min置く。つづけて250 ℃に5–10 min昇温」
4) 判定（OK） | 実施で最終状態（廃液分別・結晶回収・記録）に到達可能 | 「クロロホルム廃液はハロゲン系容器へ、水系廃液は別系統へ分別する。」／「得られたカフェインは乾燥・秤量・ラベル化して保管する。」
5) 判定（OK） | 各工程の条件が具体（温度・時間・体積・器具）で実行可能 | 「ロータリーエバポレーターで浴40 ℃」／「エタノール10.0 mL」／「残液 ≤ 5 mL」／「氷水浴に10 min」／「200 ℃に5 min置く。つづけて250 ℃に5–10 min」","[""「ドラフト内で作業し、保護眼鏡・ニトリル手袋・白衣を着用する。」"", ""「適宜ベントする。」"", ""「200 ℃に5 min置く。つづけて250 ℃に5–10 min昇温」"", ""「H₂O₂5 滴＋濃塩酸2 滴を加え150 ℃で1–2 min加熱する。」"", ""「クロロホルム廃液はハロゲン系容器へ、水系廃液は別系統へ分別する。」"", ""「クロロホルム50 mLを加える。」"", ""「同条件でさらにクロロホルム50 mLで抽出し」"", ""「1 min穏やかに振とう」"", ""「無水硫酸マグネシウム約3 gを加え、5 min静置する（…溶液が澄明になるまで）」"", ""「乾いたろ紙で重力ろ過し、ろ液を事前に質量を測ったナスフラスコ（w₁）に回収する。」"", ""「ロータリーエバポレーターで浴40 ℃」"", ""「フラスコ質量をw₂として記録し、粗生成物質量 = w₂ − w₁を計算する。」"", ""「エタノール10.0 mLを加え、…完全溶解」"", ""「残液 ≤ 5 mLになるまで蒸発」"", ""「氷水浴に10 min置いて結晶化」"", ""「ふた裏に昇華した白色結晶（B）を集める。」""]",,gpt-5-2025-08-07,gpt5_tuned,4
public_test_4,3.0,5.0,8.0,"1) OK | 100 mgの切除、安定化、–80 °C保存まで具体化されている | 「マウス脾臓から組織サンプル100 mgを切除し」
2) NG | 1000 μLチップとピンセットの使用記載がなく、必須物品を網羅していない | 「2 mLマイクロチューブ」
3) OK | 元手順の37 °C溶解→分注→切除→浸漬→2–8 °C一晩→凍結の流れを踏襲 | 「試薬中の組織サンプルを 2 °C~ 8 °Cで一晩インキュベートする。」
4) NG | 最終状態は試薬中で–80 °C保存だが、出力は試薬から取り出して凍結としており不一致 | 「2 mLマイクロチューブから組織サンプルを取り出し、新しい2 mLマイクロチューブに入れる。」
5) OK | 体積・器具・容器が明示され実行可能な具体性がある | 「RNAlater RNA Stabilization Reagent 1000 μL をP1000マイクロピペットで2 mLマイクロチューブに分注する。」","[""「恒温振盪機を37 °Cに設定しておく。」"", ""「2 mLマイクロチューブに分注する。」"", ""「新しい2 mLマイクロチューブに入れる。」"", ""「冷凍庫で–80 °Cで保存する。」""]",,gpt-5-2025-08-07,gpt5_tuned,4
